type,n,threshold,usec
reverse,1700,0,363.8
reverse,1800,0,386.2
reverse,1900,0,405.2
reverse,2000,0,424.2
reverse,2100,0,451.6
reverse,2200,0,477.2
reverse,2300,0,505.2
reverse,2400,0,532.2
reverse,2500,0,547.2
reverse,2600,0,573.8
reverse,2700,0,589.6
reverse,2800,0,622.8
reverse,2900,0,647.4
reverse,3000,0,665
reverse,3100,0,693
reverse,3200,0,719.2
reverse,3300,0,749.4
reverse,3400,0,771
reverse,3500,0,797.6
reverse,3600,0,819
reverse,3700,0,843.4
reverse,3800,0,871.4
reverse,3900,0,890.4
reverse,4000,0,905
reverse,4100,0,925.6
reverse,4200,0,960.6
reverse,4300,0,999
reverse,4400,0,1015.4
reverse,4500,0,1045.8
reverse,4600,0,1066.8
reverse,4700,0,1093.8
reverse,4800,0,1117.8
reverse,4900,0,1139
reverse,5000,0,1165.4
reverse,5100,0,1177.8
reverse,5200,0,1210.4
reverse,5300,0,1237
reverse,5400,0,1260
reverse,5500,0,1291.8
reverse,5600,0,1312.4
reverse,5700,0,1340.8
reverse,5800,0,1364.4
reverse,5900,0,1386.4
reverse,6000,0,1403.8
reverse,6100,0,1430.6
reverse,6200,0,1460.2
reverse,6300,0,1487
reverse,6400,0,1521.8
reverse,6500,0,1544.8
reverse,6600,0,1575.2
reverse,6700,0,1596.6
reverse,6800,0,1623.2
reverse,6900,0,1654.6
reverse,7000,0,1682
reverse,7100,0,1706.2
reverse,7200,0,1733.4
reverse,7300,0,1758.8
reverse,7400,0,1779.4
reverse,7500,0,1809.6
reverse,7600,0,1823.6
reverse,7700,0,1846.4
reverse,7800,0,1868.2
reverse,7900,0,1897.8
reverse,8000,0,1911.8
reverse,8100,0,1933.6
reverse,8200,0,1955
reverse,8300,0,1987
reverse,8400,0,2029.4
reverse,8500,0,2056.4
reverse,8600,0,2086.4
reverse,8700,0,2119.2
reverse,8800,0,2144.2
reverse,8900,0,2181
reverse,9000,0,2204.8
reverse,9100,0,2231.6
reverse,9200,0,2263.4
reverse,9300,0,2283.6
reverse,9400,0,2311.2
reverse,9500,0,2331.6
reverse,9600,0,2358.4
reverse,9700,0,2379.6
reverse,9800,0,2407
reverse,9900,0,2429.2
reverse,10000,0,2461.8
reverse,10100,0,2470.8
reverse,10200,0,2486.4
reverse,10300,0,2517
reverse,10400,0,2548.6
reverse,10500,0,2576.4
reverse,10600,0,2605.8
reverse,10700,0,2632.6
reverse,10800,0,2669
reverse,10900,0,2693
reverse,11000,0,2720.6
reverse,11100,0,2749.4
reverse,11200,0,2775.8
reverse,11300,0,2796.4
reverse,11400,0,2824.2
reverse,11500,0,2855.4
reverse,11600,0,2877
reverse,11700,0,2906.8
reverse,11800,0,2920.6
reverse,11900,0,2951.8
reverse,12000,0,2967.4
reverse,12100,0,2994.6
reverse,12200,0,3020
reverse,12300,0,3053
reverse,12400,0,3075.4
reverse,12500,0,3111
reverse,12600,0,3146.6
reverse,12700,0,3178
reverse,12800,0,3202.8
reverse,12900,0,3251.2
reverse,13000,0,3266.2
reverse,13100,0,3283.2
reverse,13200,0,3318.6
reverse,13300,0,3340.4
reverse,13400,0,3374.4
reverse,13500,0,3416.8
reverse,13600,0,3424
reverse,13700,0,3452.6
reverse,13800,0,3479
reverse,13900,0,3513.4
reverse,14000,0,3535.8
reverse,14100,0,3568.2
reverse,14200,0,3592.4
reverse,14300,0,3623
reverse,14400,0,3644.8
reverse,14500,0,3683.2
reverse,14600,0,3701.6
reverse,14700,0,3728.2
reverse,14800,0,3747.8
reverse,14900,0,3778.4
reverse,15000,0,3803.4
reverse,15100,0,3820.6
reverse,15200,0,3842
reverse,15300,0,3903
reverse,15400,0,3894.4
reverse,15500,0,3910.4
reverse,15600,0,3946
reverse,15700,0,3975.6
reverse,15800,0,3993.2
reverse,15900,0,4037
reverse,16000,0,4031.4
reverse,16100,0,4050.6
reverse,16200,0,4073.2
reverse,16300,0,4101
reverse,16400,0,4120.4
reverse,16500,0,4169
reverse,16600,0,4194.6
reverse,16700,0,4236.6
reverse,16800,0,4273.6
reverse,16900,0,4305.2
reverse,17000,0,4344
reverse,17100,0,4387
reverse,17200,0,4417.8
reverse,17300,0,4431
reverse,17400,0,4453.2
reverse,17500,0,4487.4
reverse,17600,0,4521.2
reverse,17700,0,4557.8
reverse,17800,0,4587
reverse,17900,0,4617.4
reverse,18000,0,4640.2
reverse,18100,0,4677.6
reverse,18200,0,4707.6
reverse,18300,0,4736.8
reverse,18400,0,4767.8
reverse,18500,0,4795.6
reverse,18600,0,4808.6
reverse,18700,0,4846.8
reverse,18800,0,4859.6
reverse,18900,0,4895.6
reverse,19000,0,4928.8
reverse,19100,0,4951.4
reverse,19200,0,4979.2
reverse,19300,0,5009.6
reverse,19400,0,5023.2
reverse,19500,0,5047.6
reverse,19600,0,5076.4
reverse,19700,0,5084.6
reverse,19800,0,5136.6
reverse,19900,0,5141.8
reverse,20000,0,5163.6
reverse,20100,0,5185
reverse,20200,0,5204.4
reverse,20300,0,5222
reverse,20400,0,5248.4
reverse,20500,0,5268.2
reverse,20600,0,5298.8
reverse,20700,0,5336
reverse,20800,0,5374.2
reverse,20900,0,5405.6
reverse,21000,0,5444.4
reverse,21100,0,5462.8
reverse,21200,0,5496.8
reverse,21300,0,5536.8
reverse,21400,0,5561.4
reverse,21500,0,5587.2
reverse,21600,0,5619.4
reverse,21700,0,5661.8
reverse,21800,0,5690.6
reverse,21900,0,5703.4
reverse,22000,0,5743.2
reverse,22100,0,5765.8
reverse,22200,0,5800.6
reverse,22300,0,5816
reverse,22400,0,5856
reverse,22500,0,5882.8
reverse,22600,0,5909.2
reverse,22700,0,5933.2
reverse,22800,0,5963.8
reverse,22900,0,5977.8
reverse,23000,0,6008.4
reverse,23100,0,6037
reverse,23200,0,6061.2
reverse,23300,0,6075.6
reverse,23400,0,6124.6
reverse,23500,0,6131.4
reverse,23600,0,6151.2
reverse,23700,0,6187
reverse,23800,0,6231.4
reverse,23900,0,6238.8
reverse,24000,0,6256.6
reverse,24100,0,6297.8
reverse,24200,0,6312
reverse,24300,0,6330.4
reverse,24400,0,6374.6
reverse,24500,0,6386.6
reverse,24600,0,6417
reverse,24700,0,6453.8
reverse,24800,0,6477.8
reverse,24900,0,6522
reverse,25000,0,6560.4
reverse,25100,0,6584.8
reverse,25200,0,6618.4
reverse,25300,0,6669.6
reverse,25400,0,6696
reverse,25500,0,6715.4
reverse,25600,0,6756.8
reverse,25700,0,6780
reverse,25800,0,6801
reverse,25900,0,6830.8
reverse,26000,0,6865.2
reverse,26100,0,6890.6
reverse,26200,0,6921.4
reverse,26300,0,6956
reverse,26400,0,6967.6
reverse,26500,0,7006.2
reverse,26600,0,7023.8
reverse,26700,0,7062.4
reverse,26800,0,7101.4
reverse,26900,0,7114.2
reverse,27000,0,7143.4
reverse,27100,0,7184.2
reverse,27200,0,7198.4
reverse,27300,0,7244.6
reverse,27400,0,7287.2
reverse,27500,0,7296.8
reverse,27600,0,7327.8
reverse,27700,0,7370.2
reverse,27800,0,7384.6
reverse,27900,0,7423.8
reverse,28000,0,7466
reverse,28100,0,7507.4
reverse,28200,0,7513.6
reverse,28300,0,7535.2
reverse,28400,0,7573.6
reverse,28500,0,7598
reverse,28600,0,7880.4
reverse,28700,0,7972
reverse,28800,0,7832.6
reverse,28900,0,7873
reverse,29000,0,7903.4
reverse,29100,0,7949.4
reverse,29200,0,7972.8
reverse,29300,0,7972.4
reverse,29400,0,7870
reverse,29500,0,7901.2
reverse,29600,0,7906.6
reverse,29700,0,7917
reverse,29800,0,7935.4
reverse,29900,0,7949.4
reverse,30000,0,7978
reverse,30100,0,8024.4
reverse,30200,0,8023
reverse,30300,0,8059.4
reverse,30400,0,8079
reverse,30500,0,8105
reverse,30600,0,8134.8
reverse,30700,0,8183.8
reverse,30800,0,8197
reverse,30900,0,8197.6
reverse,31000,0,8279.8
reverse,31100,0,8309
reverse,31200,0,8322.6
reverse,31300,0,8322.2
reverse,31400,0,8336.6
reverse,31500,0,8392.6
reverse,31600,0,8416
reverse,31700,0,8460.6
reverse,31800,0,8466
reverse,31900,0,8503.2
reverse,32000,0,8509.4
reverse,32100,0,8533.2
reverse,32200,0,8520.6
reverse,32300,0,8555.8
reverse,32400,0,8575.2
reverse,32500,0,8616
reverse,32600,0,8607
reverse,32700,0,8639.4
reverse,32800,0,8678.4
reverse,32900,0,8693.2
reverse,33000,0,8767.8
reverse,33100,0,8820.8
reverse,33200,0,8845.8
reverse,33300,0,8901.8
reverse,33400,0,8918.2
reverse,33500,0,8982.8
reverse,33600,0,8977.6
reverse,33700,0,9024.2
reverse,33800,0,9059.8
reverse,33900,0,9085.2
reverse,34000,0,9163
reverse,34100,0,9173.4
reverse,34200,0,9226.6
reverse,34300,0,9265.2
reverse,34400,0,9241
reverse,34500,0,9267.2
reverse,34600,0,9296
reverse,34700,0,9336.8
reverse,34800,0,9362.6
reverse,34900,0,9393.2
reverse,35000,0,9464
reverse,35100,0,9465.6
reverse,35200,0,9516.4
reverse,35300,0,9523.4
reverse,35400,0,9564.2
reverse,35500,0,9596.6
reverse,35600,0,9678.6
reverse,35700,0,9673.8
reverse,35800,0,9689
reverse,35900,0,9739.2
reverse,36000,0,9752.4
reverse,36100,0,9783
reverse,36200,0,9831.4
reverse,36300,0,9854
reverse,36400,0,9871.4
reverse,36500,0,9920
reverse,36600,0,9932.2
reverse,36700,0,9951
reverse,36800,0,9973.6
reverse,36900,0,10008
reverse,37000,0,10032.6
reverse,37100,0,10068.4
reverse,37200,0,10096.4
reverse,37300,0,10128
reverse,37400,0,10156.6
reverse,37500,0,10189.6
reverse,37600,0,10203
reverse,37700,0,10250.6
reverse,37800,0,10252.4
reverse,37900,0,10286.4
reverse,38000,0,10313.4
reverse,38100,0,10338.4
reverse,38200,0,10365.8
reverse,38300,0,10395.2
reverse,38400,0,10418
reverse,38500,0,10446.6
reverse,38600,0,10468.2
reverse,38700,0,10511
reverse,38800,0,10533.4
reverse,38900,0,10557.6
reverse,39000,0,10588.8
reverse,39100,0,10613.4
reverse,39200,0,10631.6
reverse,39300,0,10676
reverse,39400,0,10694.4
reverse,39500,0,10731.4
reverse,39600,0,10796.8
reverse,39700,0,10764
reverse,39800,0,10818.6
reverse,39900,0,10809.2
reverse,40000,0,10832.6
reverse,40100,0,10878.2
reverse,40200,0,10966.6
reverse,40300,0,10949.8
reverse,40400,0,10974.2
reverse,40500,0,11024.6
reverse,40600,0,11055
reverse,40700,0,11024
reverse,40800,0,11055
reverse,40900,0,11122.4
reverse,41000,0,11143
reverse,41100,0,11142.2
reverse,41200,0,11149.8
reverse,41300,0,11167
reverse,41400,0,11208.2
reverse,41500,0,11276.2
reverse,41600,0,11275.8
reverse,41700,0,11333
reverse,41800,0,11350.6
reverse,41900,0,11380.6
reverse,42000,0,11401.4
reverse,42100,0,11447.4
reverse,42200,0,11461.2
reverse,42300,0,11496.4
reverse,42400,0,11534.8
reverse,42500,0,11572.2
reverse,42600,0,11594.2
reverse,42700,0,11621
reverse,42800,0,11676.4
reverse,42900,0,11719.4
reverse,43000,0,11740.8
reverse,43100,0,11759.2
reverse,43200,0,11788.2
reverse,43300,0,11812.2
reverse,43400,0,11856.8
reverse,43500,0,11890
reverse,43600,0,11925
reverse,43700,0,11946.8
reverse,43800,0,11967.6
reverse,43900,0,12008
reverse,44000,0,12038
reverse,44100,0,12079.4
reverse,44200,0,12102.8
reverse,44300,0,12153.6
reverse,44400,0,12196.2
reverse,44500,0,12216.2
reverse,44600,0,12237.6
reverse,44700,0,12263.8
reverse,44800,0,12355.8
reverse,44900,0,12288.2
reverse,45000,0,12310.2
reverse,45100,0,12369.6
reverse,45200,0,12389.6
reverse,45300,0,12406.8
reverse,45400,0,12454.8
reverse,45500,0,12459.6
reverse,45600,0,12485.6
reverse,45700,0,12503
reverse,45800,0,12539.6
reverse,45900,0,12562.2
reverse,46000,0,12637.8
reverse,46100,0,12662.2
reverse,46200,0,12648.8
reverse,46300,0,12686.8
reverse,46400,0,12760.6
reverse,46500,0,12789.6
reverse,46600,0,12793.8
reverse,46700,0,12877
reverse,46800,0,12855.2
reverse,46900,0,12871.4
reverse,47000,0,12880.4
reverse,47100,0,12906.2
reverse,47200,0,12965.2
reverse,47300,0,12962.4
reverse,47400,0,13011
reverse,47500,0,13023.2
reverse,47600,0,13041.8
reverse,47700,0,13129
reverse,47800,0,13088.6
reverse,47900,0,13112.6
reverse,48000,0,13156
reverse,48100,0,13157.2
reverse,48200,0,13209.2
reverse,48300,0,13223.4
reverse,48400,0,13254.6
reverse,48500,0,13269
reverse,48600,0,13300.2
reverse,48700,0,13320.6
reverse,48800,0,13354
reverse,48900,0,13369.8
reverse,49000,0,13407
reverse,49100,0,13415.4
reverse,49200,0,13463.4
reverse,49300,0,13480.8
reverse,49400,0,13528
reverse,49500,0,13554
reverse,49600,0,13611.6
reverse,49700,0,13699.2
reverse,49800,0,13663.8
reverse,49900,0,13721
reverse,50000,0,13740.8
reverse,50100,0,13785.2
reverse,50200,0,13813.8
reverse,50300,0,14212.6
reverse,50400,0,14817.4
reverse,50500,0,14120
reverse,50600,0,14104.4
reverse,50700,0,14141.4
reverse,50800,0,14209.8
reverse,50900,0,14243.8
reverse,51000,0,14259
reverse,51100,0,14276.4
reverse,51200,0,14335.4
reverse,51300,0,14349.2
reverse,51400,0,14410.4
reverse,51500,0,14386.6
reverse,51600,0,14414.8
reverse,51700,0,14444
reverse,51800,0,14437.8
reverse,51900,0,14499.2
reverse,52000,0,14550.6
reverse,52100,0,14556.2
reverse,52200,0,14593.4
reverse,52300,0,14627.8
reverse,52400,0,14636
reverse,52500,0,14670.4
reverse,52600,0,14688.6
reverse,52700,0,14776
reverse,52800,0,14777.4
reverse,52900,0,14804
reverse,53000,0,14812.6
reverse,53100,0,14856.4
reverse,53200,0,14882.2
reverse,53300,0,14932.8
reverse,53400,0,14945.4
reverse,53500,0,14967.6
reverse,53600,0,14967.4
reverse,53700,0,15022.6
reverse,53800,0,15034.2
reverse,53900,0,15073.2
reverse,54000,0,15107.8
reverse,54100,0,15170.8
reverse,54200,0,15147.6
reverse,54300,0,15184.2
reverse,54400,0,15244.4
reverse,54500,0,15249.6
reverse,54600,0,15279.4
reverse,54700,0,15306.2
reverse,54800,0,15331.8
reverse,54900,0,15351.4
reverse,55000,0,15443.4
reverse,55100,0,15457.4
reverse,55200,0,15446.6
reverse,55300,0,15497.8
reverse,55400,0,15558
reverse,55500,0,15531
reverse,55600,0,15556.6
reverse,55700,0,15588.4
reverse,55800,0,15625.6
reverse,55900,0,15643.2
reverse,56000,0,15688
reverse,56100,0,15714.2
reverse,56200,0,15746.4
reverse,56300,0,17778.4
reverse,56400,0,15885.8
reverse,56500,0,15868.4
reverse,56600,0,15902.2
reverse,56700,0,19600.6
reverse,56800,0,16416.8
reverse,56900,0,16056
reverse,57000,0,16072
reverse,57100,0,16601.8
reverse,57200,0,16691.6
reverse,57300,0,16194.4
reverse,57400,0,16149.4
reverse,57500,0,16134.8
reverse,57600,0,16158.6
reverse,57700,0,16195.8
reverse,57800,0,16192.6
reverse,57900,0,16198.8
reverse,58000,0,16226
reverse,58100,0,16247.2
reverse,58200,0,16255.8
reverse,58300,0,16306.8
reverse,58400,0,16319.2
reverse,58500,0,16390.6
reverse,58600,0,16436.8
reverse,58700,0,16403.2
reverse,58800,0,16406.4
reverse,58900,0,16421.2
reverse,59000,0,16472.4
reverse,59100,0,16493
reverse,59200,0,16548.2
reverse,59300,0,16591.8
reverse,59400,0,16566.8
reverse,59500,0,16601.8
reverse,59600,0,16653.2
reverse,59700,0,16705.6
reverse,59800,0,16701.4
reverse,59900,0,16724.6
reverse,60000,0,16751
reverse,60100,0,16746.6
reverse,60200,0,16791
reverse,60300,0,16833.2
reverse,60400,0,16858.4
reverse,60500,0,16849
reverse,60600,0,16877
reverse,60700,0,16923
reverse,60800,0,16969.4
reverse,60900,0,17003.8
reverse,61000,0,17029.8
reverse,61100,0,17010.8
reverse,61200,0,17063
reverse,61300,0,17077.8
reverse,61400,0,17103
reverse,61500,0,17147.2
reverse,61600,0,17156
reverse,61700,0,17168.8
reverse,61800,0,17224.2
reverse,61900,0,17238.4
reverse,62000,0,17309
reverse,62100,0,17267
reverse,62200,0,17326.2
reverse,62300,0,17454.8
reverse,62400,0,17372.4
reverse,62500,0,17403.2
reverse,62600,0,17422
reverse,62700,0,17541
reverse,62800,0,17489.8
reverse,62900,0,17479
reverse,63000,0,17508.6
reverse,63100,0,17538.4
reverse,63200,0,17549
reverse,63300,0,17583.2
reverse,63400,0,17611.2
reverse,63500,0,17642.8
reverse,63600,0,17639.6
reverse,63700,0,17700.2
reverse,63800,0,17812
reverse,63900,0,17746.8
reverse,64000,0,17754
reverse,64100,0,17782.6
reverse,64200,0,17798.4
reverse,64300,0,17867.4
reverse,64400,0,17825.2
reverse,64500,0,17871.6
reverse,64600,0,17907.2
reverse,64700,0,17926.6
reverse,64800,0,17939.4
reverse,64900,0,17992.6
reverse,65000,0,17999
reverse,65100,0,18050
reverse,65200,0,18139
reverse,65300,0,18131.6
reverse,65400,0,18121
reverse,65500,0,18168.2
reverse,65600,0,18165.6
reverse,65700,0,18205.6
reverse,65800,0,18237.6
reverse,65900,0,18305.6
reverse,66000,0,18409.2
reverse,66100,0,18381.6
reverse,66200,0,18447.8
reverse,66300,0,18488
reverse,66400,0,18560.4
reverse,66500,0,18623
reverse,66600,0,18606.6
reverse,66700,0,18657.2
reverse,66800,0,18666
reverse,66900,0,18735.6
reverse,67000,0,18791.4
reverse,67100,0,18826.2
reverse,67200,0,18834.4
reverse,67300,0,18906.4
reverse,67400,0,18911.4
reverse,67500,0,18976.4
reverse,67600,0,19052.6
reverse,67700,0,19077.6
reverse,67800,0,19088.2
reverse,67900,0,19094.6
reverse,68000,0,19143.6
reverse,68100,0,19203.2
reverse,68200,0,19254.4
reverse,68300,0,19287.8
reverse,68400,0,19308.8
reverse,68500,0,19289.8
reverse,68600,0,19409.2
reverse,68700,0,19400.6
reverse,68800,0,19403
reverse,68900,0,19427.6
reverse,69000,0,19454.2
reverse,69100,0,19477.8
reverse,69200,0,19496.6
reverse,69300,0,19544.4
reverse,69400,0,19611
reverse,69500,0,19610.4
reverse,69600,0,19638.2
reverse,69700,0,19703.4
reverse,69800,0,19748.4
reverse,69900,0,19765.2
reverse,70000,0,19824.6
reverse,70100,0,19872.2
reverse,70200,0,19915.6
reverse,70300,0,19938
reverse,70400,0,19962
reverse,70500,0,20014.4
reverse,70600,0,20030.2
reverse,70700,0,20064.4
reverse,70800,0,20100
reverse,70900,0,20169.8
reverse,71000,0,20200.4
reverse,71100,0,20258.8
reverse,71200,0,20233.8
reverse,71300,0,20254.8
reverse,71400,0,20267.6
reverse,71500,0,20334.2
reverse,71600,0,20376.6
reverse,71700,0,20401.8
reverse,71800,0,20444.6
reverse,71900,0,20454.2
reverse,72000,0,20494
reverse,72100,0,20507.6
reverse,72200,0,20513.8
reverse,72300,0,20568.6
reverse,72400,0,20628.8
reverse,72500,0,20666.4
reverse,72600,0,20767.8
reverse,72700,0,20732
reverse,72800,0,20837.6
reverse,72900,0,20887.6
reverse,73000,0,20890.2
reverse,73100,0,20900
reverse,73200,0,20932.6
reverse,73300,0,21006
reverse,73400,0,21009.8
reverse,73500,0,21049.6
reverse,73600,0,21077
reverse,73700,0,21067.4
reverse,73800,0,21137.6
reverse,73900,0,21112.6
reverse,74000,0,21139.2
reverse,74100,0,21160.8
reverse,74200,0,21211.4
reverse,74300,0,21281.4
reverse,74400,0,21268.8
reverse,74500,0,21280
reverse,74600,0,21315.8
reverse,74700,0,21338.4
reverse,74800,0,21383
reverse,74900,0,21459.4
reverse,75000,0,21470.8
reverse,75100,0,21519.2
reverse,75200,0,21504.2
reverse,75300,0,21524.4
reverse,75400,0,21575
reverse,75500,0,21582.4
reverse,75600,0,21613
reverse,75700,0,21642.2
reverse,75800,0,21704
reverse,75900,0,21722.6
reverse,76000,0,21765.4
reverse,76100,0,21800.6
reverse,76200,0,21794
reverse,76300,0,21817.8
reverse,76400,0,21897.4
reverse,76500,0,21880.8
reverse,76600,0,21899
reverse,76700,0,21938
reverse,76800,0,21993.4
reverse,76900,0,21991.2
reverse,77000,0,22037
reverse,77100,0,22104.8
reverse,77200,0,22417
reverse,77300,0,22161.6
reverse,77400,0,22136.8
reverse,77500,0,22194.4
reverse,77600,0,22166.2
reverse,77700,0,22188.4
reverse,77800,0,22242.6
reverse,77900,0,22190.4
reverse,78000,0,22291.4
reverse,78100,0,22264.2
reverse,78200,0,22264.8
reverse,78300,0,22517.4
reverse,78400,0,22332.4
reverse,78500,0,22357.4
reverse,78600,0,22559.4
reverse,78700,0,22831.8
reverse,78800,0,22716
reverse,78900,0,22806.8
reverse,79000,0,22630.6
reverse,79100,0,22638
reverse,79200,0,23026
reverse,79300,0,22885.8
reverse,79400,0,22918.8
reverse,79500,0,22872.6
reverse,79600,0,23147
reverse,79700,0,22859.6
reverse,79800,0,22876.8
reverse,79900,0,22863.2
reverse,80000,0,22908.6
reverse,80100,0,22918.8
reverse,80200,0,23008
reverse,80300,0,22953.8
reverse,80400,0,22962.8
reverse,80500,0,23094.4
reverse,80600,0,23122.8
reverse,80700,0,23112
reverse,80800,0,23108.4
reverse,80900,0,23139.8
reverse,81000,0,23176.6
reverse,81100,0,23258
reverse,81200,0,23237.6
reverse,81300,0,23296.8
reverse,81400,0,23349.2
reverse,81500,0,23343.8
reverse,81600,0,23363.6
reverse,81700,0,23339.2
reverse,81800,0,23367.4
reverse,81900,0,23391.4
reverse,82000,0,23541.6
reverse,82100,0,23491.8
reverse,82200,0,23542.2
reverse,82300,0,23524.4
reverse,82400,0,23550.2
reverse,82500,0,23898.8
reverse,82600,0,23731.4
reverse,82700,0,25277.8
reverse,82800,0,24662.6
reverse,82900,0,24037
reverse,83000,0,24177.6
reverse,83100,0,24156.6
reverse,83200,0,23947.6
reverse,83300,0,24105.2
reverse,83400,0,23998.4
reverse,83500,0,24084.8
reverse,83600,0,24158.6
reverse,83700,0,24136.8
reverse,83800,0,24497.2
reverse,83900,0,24224.2
reverse,84000,0,24210.4
reverse,84100,0,24144
reverse,84200,0,24259.8
reverse,84300,0,24362.4
reverse,84400,0,24356
reverse,84500,0,24394.8
reverse,84600,0,24322.2
reverse,84700,0,24329.4
reverse,84800,0,24381.8
reverse,84900,0,24408
reverse,85000,0,24422.2
reverse,85100,0,24510
reverse,85200,0,24517.2
reverse,85300,0,24614.8
reverse,85400,0,24480.8
reverse,85500,0,24671.2
reverse,85600,0,24576.6
reverse,85700,0,24674
reverse,85800,0,25008.8
reverse,85900,0,24904.8
reverse,86000,0,24853.4
reverse,86100,0,24851
reverse,86200,0,24875.6
reverse,86300,0,25006.6
reverse,86400,0,25001.6
reverse,86500,0,24964.6
reverse,86600,0,25010.2
reverse,86700,0,26531.2
reverse,86800,0,26082
reverse,86900,0,25806.4
reverse,87000,0,25314
reverse,87100,0,25194
reverse,87200,0,25174.2
reverse,87300,0,25144
reverse,87400,0,25176.2
reverse,87500,0,25231
reverse,87600,0,25841.8
reverse,87700,0,25661.2
reverse,87800,0,25572.4
reverse,87900,0,25376
reverse,88000,0,25423
reverse,88100,0,25421.2
reverse,88200,0,25432.2
reverse,88300,0,25511.8
reverse,88400,0,25482.4
reverse,88500,0,25466.8
reverse,88600,0,25531.4
reverse,88700,0,25535.4
reverse,88800,0,25529
reverse,88900,0,25572.8
reverse,89000,0,25564
reverse,89100,0,25610.8
reverse,89200,0,25647.6
reverse,89300,0,25669.2
reverse,89400,0,25677.6
reverse,89500,0,25760.6
reverse,89600,0,25802.4
reverse,89700,0,25803.2
reverse,89800,0,25831.6
reverse,89900,0,25923.6
reverse,90000,0,25922.6
reverse,90100,0,25924.4
reverse,90200,0,25942.8
reverse,90300,0,25934.4
reverse,90400,0,25985.2
reverse,90500,0,25988
reverse,90600,0,26034
reverse,90700,0,26083.6
reverse,90800,0,26158.8
reverse,90900,0,26102.2
reverse,91000,0,26151.6
reverse,91100,0,26168.4
reverse,91200,0,26229
reverse,91300,0,26284.6
reverse,91400,0,26351.2
reverse,91500,0,26351.2
reverse,91600,0,26366
reverse,91700,0,26415.6
reverse,91800,0,26460
reverse,91900,0,26559.8
reverse,92000,0,26848.8
reverse,92100,0,26676.6
reverse,92200,0,26681.6
reverse,92300,0,26937.2
reverse,92400,0,26849
reverse,92500,0,26757.6
reverse,92600,0,26785.6
reverse,92700,0,26827
reverse,92800,0,26915.6
reverse,92900,0,26939.2
reverse,93000,0,26959.6
reverse,93100,0,26909.8
reverse,93200,0,26909.6
reverse,93300,0,26923.8
reverse,93400,0,26966
reverse,93500,0,27046.2
reverse,93600,0,27067.4
reverse,93700,0,27060.2
reverse,93800,0,27074.6
reverse,93900,0,27101.8
reverse,94000,0,27195.2
reverse,94100,0,27199.8
reverse,94200,0,27176.4
reverse,94300,0,27265.6
reverse,94400,0,27271.4
reverse,94500,0,27355.4
reverse,94600,0,27343.2
reverse,94700,0,27524.8
reverse,94800,0,27394.4
reverse,94900,0,27494.2
reverse,95000,0,27539.2
reverse,95100,0,27529.4
reverse,95200,0,27427
reverse,95300,0,27449.6
reverse,95400,0,27493.8
reverse,95500,0,27597.8
reverse,95600,0,27544.4
reverse,95700,0,27570.2
reverse,95800,0,27616.4
reverse,95900,0,27623.2
reverse,96000,0,27655.4
reverse,96100,0,27768.8
reverse,96200,0,27703.6
reverse,96300,0,27736.4
reverse,96400,0,27849.2
reverse,96500,0,27910.8
reverse,96600,0,27927.2
reverse,96700,0,27899
reverse,96800,0,27974
reverse,96900,0,28035
reverse,97000,0,27965.6
reverse,97100,0,27945.6
reverse,97200,0,27981.4
reverse,97300,0,28067.4
reverse,97400,0,28156.8
reverse,97500,0,28154.8
reverse,97600,0,28247.2
reverse,97700,0,28230.2
reverse,97800,0,28256.2
reverse,97900,0,28161
reverse,98000,0,28193.4
reverse,98100,0,28312.2
reverse,98200,0,28265
reverse,98300,0,28264.2
reverse,98400,0,28302.8
